Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1994,1995-03-09,Terra Energy,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,8,0,0,0,NO,0,23658,767,23458,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1994,1995-03-23,Seneca Resources Corporation,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,NO,0,1195,1,1195,GK,"HAMBURG, NY
(42.723291, -78.839026)"
1995,1996-04-03,"20 Bliss Street, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,1,0,0,0,NO,0,2817,0,2817,GK,"BRANT, NY
(42.58859, -79.044449)"
1995,1996-03-25,"Demambro, Gene Brian",Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,190,0,0,unknown,"PORTLAND, NY
(42.379838, -79.467344)"
1995,1996-01-16,"Campfield, Arthur",Steuben,HOWARD,HUNGRY HOLLOW,ORISKANY,0,0,1,0,0,0,YES,0,0,0,0,unknown,"HOWARD, NY
(42.363282, -77.516098)"
1995,1996-01-26,"Braun, Thomas R. & Judith Ann",Erie,MARILLA,COWLESVILLE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"MARILLA, NY
(42.840165, -78.555271)"
1995,1996-02-09,"Basic Energy Producers, Inc.",Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,5,0,0,0,NO,0,8288,0,8288,GK,"PORTLAND, NY
(42.379838, -79.467344)"
1994,1995-03-24,Symbol Oil Corp.,Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,3,0,0,0,NO,0,9293,0,9089,GK,"PEMBROKE, NY
(42.997549, -78.435048)"
1994,1995-03-30,Whiting Well Partnership,Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,1,1,0,0,NO,0,51985,50,6207,GX,"NEWSTEAD, NY
(43.021136, -78.495603)"
1994,1995-01-19,"Rudnik, Florian & Carol",Erie,MARILLA,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"MARILLA, NY
(42.840165, -78.555271)"
1995,1996-01-23,Clarion Oil & Gas Corp.,Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1994,1995-04-06,Transfuel Resources Co.,Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,5,1,0,0,NO,0,15670,55,15670,GK,"POMFRET, NY
(42.439996, -79.331441)"
1995,1996-02-09,"Alcott, C. Keith",Oneida,SANGERFIELD,UNNAMED,HERKIMER,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"SANGERFIELD, NY
(42.894289, -75.370637)"
1995,1996-04-04,Belden & Blake Corporation,Erie,BRANT,LAKEVIEW,MEDINA,0,0,6,0,0,0,YES,0,10299,779,10299,GX,"BRANT, NY
(42.58859, -79.044449)"
1994,1995-08-08,"Snyder, E. Mark",Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,3440,0,3440,GK,"PORTLAND, NY
(42.379838, -79.467344)"
1994,1995-02-14,"Parmelee, Terrence G. E.",Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,150,0,0,unknown,"ELLERY, NY
(42.159868, -79.393216)"
1995,1996-04-02,"Cotton Well Drilling Company,  Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,20,0,0,0,NO,0,22803,295,19096,GK,"EDEN, NY
(42.652413, -78.896936)"
1995,1996-02-09,"Basic Energy Producers, Inc.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,673,0,673,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1994,1995-01-30,Springville-Griffith Institute Central School Dist,Erie,CONCORD,SARDINIA,MEDINA,0,0,1,0,0,0,YES,0,5432,0,0,unknown,"CONCORD, NY
(42.535259, -78.731387)"
1995,1996-11-26,"Bower, Edwin L.",Livingston,PORTAGE,HUNT HOLLOW,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"PORTAGE, NY
(42.546932, -77.994175)"
1994,1995-01-18,"Scott, Glenn H.",Chautauqua,VILLENOVA,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"VILLENOVA, NY
(42.391743, -79.119456)"
1995,1996-04-02,"Cotton Well Drilling Company,  Inc.",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,10,0,0,0,NO,0,14389,605,14179,GK,"WESTFIELD, NY
(42.324884, -79.573821)"
1994,1995-11-09,Renard Drilling Co.,Allegany,BOLIVAR,CERES,RICHBURG,0,2,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1994,1995-04-06,Transfuel Resources Co.,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,703,0,703,GK,"SHERIDAN, NY
(42.485764, -79.241801)"
1994,1995-03-24,"Subsea Oil & Gas, Inc.",Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,7,1,0,0,NO,0,23407,25,22999,GK,"PEMBROKE, NY
(42.997549, -78.435048)"
1994,1995-02-17,Potter Oil Co.,Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,26,1,0,0,0,0,NO,924,3858,0,3858,"GK,OC","INDEPENDENCE, NY
(42.088045, -77.781386)"
1995,1996-04-04,Belden & Blake Corporation,Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,1,0,0,0,0,0,NO,96,0,160,0,OA,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1995,1996-02-09,"Cordova Resources, Inc.",Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,0,19,0,0,0,0,INACTIVE,0,0,0,0,unknown,"CARROLLTON, NY
(42.023289, -78.628438)"
1994,1995-03-20,"Universal Resources Holdings, Incorporated",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,13528,0,13528,GK,"WESTFIELD, NY
(42.324884, -79.573821)"
1995,1996-02-21,Cabot Oil & Gas Corp.,Cattaraugus,NAPOLI,LAKESHORE,MEDINA,0,0,1,1,0,0,NO,0,1985,0,1985,GH,"NAPOLI, NY
(42.199847, -78.891869)"
1995,1996-04-02,"Cotton Well Drilling Company,  Inc.",Erie,CONCORD,CONCORD,MEDINA,0,0,2,0,0,0,NO,0,3394,55,2344,GK,"CONCORD, NY
(42.535259, -78.731387)"
1995,1996-03-26,Columbia Natural Resources  LLC,Chautauqua,CHARLOTTE,LAKESHORE,MEDINA,0,0,1,0,0,0,INACTIVE,0,2752,110,2752,GX,"CHARLOTTE, NY
(43.255001, -77.617203)"
1994,1995-02-08,Union Springs School District,Cayuga,SPRINGPORT,WEST AUBURN,QUEENSTON,0,0,2,0,0,0,YES,0,9916,0,0,unknown,"SPRINGPORT, NY
(42.842233, -76.691958)"
1994,1995-04-05,United States Gypsum Co.,Genesee,ELBA,INDIAN FALLS,MEDINA,0,0,1,0,0,0,NO,0,1125,182,1125,GR,"ELBA, NY
(43.077511, -78.187269)"
1995,1996-04-04,Belden & Blake Corporation,Erie,CONCORD,CONCORD,MEDINA,0,0,13,0,0,0,YES,0,14966,0,14966,GX,"CONCORD, NY
(42.535259, -78.731387)"
1994,1995-04-05,United States Gypsum Co.,Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,14,0,0,0,NO,0,54171,305,52633,GR,"DARIEN, NY
(42.902048, -78.350767)"
1994,1995-04-07,Vineyard Oil & Gas Company,Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,5,0,0,0,NO,0,9286,685,9286,GH,"SHERMAN, NY
(42.159351, -79.595176)"
1994,1995-02-08,"Yorel Energy, Inc.",Genesee,LE ROY,UHLEY CORNERS-CALEDONIA,MEDINA,0,0,5,0,0,0,NO,0,6720,36,6664,GX,"LE ROY, NY
(42.977677, -77.987588)"
1994,1995-03-14,Pennsylvania General Energy,Cattaraugus,CARROLLTON,BRADFORD,CHIPMUNK,246,0,0,0,0,0,NO,21833,21833,2183,0,OC,"CARROLLTON, NY
(42.023289, -78.628438)"
1995,1996-02-22,"Cooper, Elton C",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,0,16,0,0,0,0,INACTIVE,0,0,0,0,unknown,"ANDOVER, NY
(42.156405, -77.795231)"
1994,1995-04-05,"Oil, Gas & Land Services, Inc.",Chautauqua,CHERRY CREEK,LAKESHORE,MEDINA,0,0,10,1,0,0,NO,0,13621,285,13043,"GC,GX","CHERRY CREEK, NY
(42.296322, -79.099108)"
1995,1996-05-07,"County Line Stone Co., Inc.",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"NEWSTEAD, NY
(43.021136, -78.495603)"
1994,1995-03-23,Seneca Resources Corporation,Chautauqua,NORTH HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1773,0,1773,GX,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1995,1996-05-15,"Eagle Oil Field Supply, Inc. d/b/a Eagle S & T",Chautauqua,BUSTI,BUSTI,GLADE,53,0,0,0,0,0,NO,859,0,0,0,OC,"BUSTI, NY
(42.038067, -79.283549)"
1994,1995-02-02,"Tiffany, Glenn O",Tioga,OWEGO,CAFFERTY HILL,MARCELLUS,0,0,1,0,0,0,YES,0,73,0,0,unknown,"OWEGO, NY
(42.103237, -76.263163)"
1995,1996-09-12,"Conti, John A.",Chautauqua,BUSTI,BUSTI,GLADE,3,0,0,0,0,0,NO,25,0,18,0,OC,"BUSTI, NY
(42.038067, -79.283549)"
1995,1996-01-09,Arkema Inc.,Erie,TONAWANDA,TONAWANDA,MEDINA,0,0,2,0,0,0,YES,0,794,0,0,unknown,"TONAWANDA, NY
(43.016642, -78.878854)"
1994,1995-03-10,"Venture Technology, Inc.",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,GK,"POMFRET, NY
(42.439996, -79.331441)"
1994,1995-03-20,"Universal Resources Holdings, Incorporated",Chautauqua,VILLENOVA,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,2254,0,2254,GK,"VILLENOVA, NY
(42.391743, -79.119456)"
1995,1996-02-20,"Alden Aurora Gas Co.,  Inc.",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,130,0,0,unknown,"LANCASTER, NY
(42.892784, -78.676417)"
1994,1995-03-23,"Taylor, Gilbert M",Allegany,BOLIVAR,RICHBURG,RICHBURG,0,0,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1995,1996-03-19,Arlington Exploration Co.,Steuben,BATH,THOMAS CORNERS,ONONDAGA,0,0,2,0,0,0,NO,0,24306,2,24306,GH,"BATH, NY
(42.337015, -77.317992)"
1994,1995-02-14,"White, Walter W. & Christina L.",Cattaraugus,CARROLLTON,CHIPMUNK,BRADFORD,2,0,0,0,0,0,NO,118,0,0,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1995,1996-01-17,Bemus Point Central School District,Chautauqua,ELLERY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,164,0,0,unknown,"ELLERY, NY
(42.159868, -79.393216)"
1994,1995-03-30,"Pan Energy Company, Inc.",Cattaraugus,NAPOLI,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,1780,0,1380,GK,"NAPOLI, NY
(42.199847, -78.891869)"
1995,1996-03-28,"Chautauqua Energy, Inc.",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1647,10,1447,GK,"GERRY, NY
(42.194749, -79.250394)"
1995,1996-04-17,"Ardent Resources, Inc.",Madison,LEBANON,LEBANON,HERKIMER-ONEIDA,0,0,3,0,0,0,NO,0,43651,0,43651,GH,"LEBANON, NY
(42.780748, -75.647667)"
1994,1995-01-19,"Skubis, Daniel J.",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1994,1995-03-22,"Weil Resources, Inc.",Erie,EVANS,LAKEVIEW,MEDINA,0,0,10,2,0,0,NO,0,19085,95,18677,GK,"EVANS, NY
(42.638457, -79.027689)"
1994,1995-01-30,"Northrop, John H.",Oneida,SANGERFIELD,SANGERFIELD,HERKIMER,0,0,1,0,0,0,YES,0,0,0,0,unknown,"SANGERFIELD, NY
(42.894289, -75.370637)"
1995,1996-04-02,"Cotton Well Drilling Company,  Inc.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,5,0,0,0,NO,0,6770,435,5780,GK,"SHERMAN, NY
(42.159351, -79.595176)"
1995,2001-08-15,Dannic Energy Corp.,Chautauqua,CARROLL,LAKESHORE,MEDINA,0,0,25,2,0,0,NO,0,32918,0,32918,GH,"CARROLL, NY
(42.054174, -79.15832)"
1995,1996-04-02,"Cotton Well Drilling Company,  Inc.",Erie,BOSTON,BRANT-EDEN,MEDINA,0,0,10,0,0,0,NO,0,10532,65,8018,GK,"BOSTON, NY
(42.623202, -78.731581)"
1995,1996-04-17,"Bkg Truck Repair, LLC",Cattaraugus,COLD SPRING,HOTCHKISS HOLLOW,UPPER DEVONIAN,0,0,0,5,0,0,INACTIVE,0,0,0,0,unknown,"COLD SPRING, NY
(41.420041, -73.954774)"
1994,1995-02-03,"Randall, John B.",Ontario,RICHMOND,WEST BLOOMFIELD,MEDINA,0,0,1,0,0,0,YES,0,160,0,0,unknown,"RICHMOND, NY
(42.790065, -77.516695)"
1995,1996-01-10,Estate of Robert Gloor,Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1994,1995-04-28,Wasson/Regis Oil Company,Allegany,BOLIVAR,RICHBURG,RICHBURG,27,11,0,0,0,0,NO,93,0,0,0,OC,"BOLIVAR, NY
(42.066701, -78.167667)"
1994,1995-01-27,"Woodward Pipeline, Inc.",Erie,NORTH COLLINS,NORTH COLLINS,MEDINA,0,0,3,0,0,0,NO,0,1300,13,328,GX,"NORTH COLLINS, NY
(42.595159, -78.940951)"
1995,1996-03-06,Estate of Thomas K. Faulkner,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,2,0,0,0,0,0,NO,46,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1994,1995-01-20,"Shearing, David H.",Wyoming,PERRY,LEICESTER,MEDINA,0,0,1,0,0,0,NO,0,186,0,186,GK,"PERRY, NY
(42.719701, -78.000751)"
1994,1995-01-19,"Weber, Richard",Erie,TONAWANDA,BUFFALO,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"TONAWANDA, NY
(43.016642, -78.878854)"
1994,1995-03-09,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,13,5,0,0,0,0,NO,836,130,945,0,OC,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1994,1995-04-05,Walter C. Guthrie & Sons,Wyoming,COVINGTON,LEICESTER,MEDINA,0,0,2,0,0,0,YES,0,0,0,0,unknown,"COVINGTON, NY
(42.853421, -78.010388)"
1994,1995-02-14,"Patterson, Robert",Chautauqua,PORTLAND,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,270,0,0,unknown,"PORTLAND, NY
(42.379838, -79.467344)"
1994,1995-03-28,"Shelex Drilling, Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,ONONDAGA-BASS ISLAND,2,0,0,0,0,0,NO,278,0,205,0,OB,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1994,1995-02-22,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,0,24,0,0,0,0,INACTIVE,0,0,0,0,unknown,"CARROLLTON, NY
(42.023289, -78.628438)"
1995,1996-01-09,"Cady, Merle E.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1994,1995-02-13,"Vandermark Exploration, Inc.",Allegany,SCIO,GORDON BROOK,ORISKANY,0,0,6,1,0,0,NO,0,39246,3454,38554,GH,"SCIO, NY
(42.171429, -77.97865)"
1995,1996-02-22,Cal Ban Corp.,Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,110,0,0,0,0,0,NO,4698,4698,513,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1995,1996-04-17,"Ardent Resources, Inc.",Ontario,GENEVA,BENTON RUN,MEDINA,0,0,2,1,0,0,NO,0,1241,0,1241,GK,"GENEVA, NY
(42.867972, -76.985573)"
1995,1996-04-04,Belden & Blake Corporation,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,14,3,0,0,YES,0,22308,390,22308,GX,"SHERIDAN, NY
(42.485764, -79.241801)"
1994,1995-03-15,"Otis Eastern Service, Inc.",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,13,0,0,0,0,0,NO,2010,0,20,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1994,1995-04-06,Transfuel Resources Co.,Cattaraugus,ELLICOTTVILLE,ELLICOTTVILLE,MEDINA,0,0,9,2,0,0,NO,0,11541,8,11541,GK,"ELLICOTTVILLE, NY
(42.274857, -78.673316)"
1995,1996-02-22,"Bromley, Norman E.",Erie,EVANS,BRANT-EDEN,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1994,1995-01-30,Sisters of St. Joseph,Erie,CLARENCE,ALDEN-LANCASTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"CLARENCE, NY
(42.980973, -78.587248)"
1995,1996-03-28,"Chautauqua Energy, Inc.",Chautauqua,GERRY,GERRY-CHARLOTTE,ONONDAGA,1,0,1,0,0,0,NO,2868,4873,280,4373,GK,"GERRY, NY
(42.194749, -79.250394)"
1995,1996-02-26,"Brown, David S.",Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,4,0,0,0,NO,0,5300,380,5300,GX,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1994,1995-04-24,"O'Shanter Resources,  Inc.",Chautauqua,STOCKTON,LAKESHORE,MEDINA,0,0,6,0,0,0,NO,0,9357,176,9357,GK,"STOCKTON, NY
(42.316097, -79.359685)"
1995,1996-04-03,Belden & Blake Corporation,Cattaraugus,EAST OTTO,UTLEY BROOK,MEDINA,0,0,3,0,0,0,YES,0,2454,72,2454,GX,"EAST OTTO, NY
(42.389841, -78.755024)"
1994,1995-04-06,Transfuel Resources Co.,Chautauqua,RIPLEY,LAKESHORE,MEDINA,0,0,52,6,0,0,NO,0,62413,344,62413,GK,"RIPLEY, NY
(42.266859, -79.710476)"
1994,1995-03-31,"Stephan, Phillip D.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,43,5,0,0,0,0,NO,244,0,39,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1995,1996-04-02,Big Tree Energy Partners,Wyoming,PERRY,SILVER LAKE,MEDINA,0,0,9,2,0,0,NO,0,20050,35,20050,GP,"PERRY, NY
(42.719701, -78.000751)"
1995,1996-01-24,"Briggs, Diane M. & Stone, Betsy B.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"SHERIDAN, NY
(42.485764, -79.241801)"
1995,1996-04-04,Belden & Blake Corporation,Erie,ELMA,LAKEVIEW,MEDINA,0,0,7,0,0,0,YES,0,37697,35,37697,GK,"ELMA, NY
(42.822476, -78.636722)"
1994,1995-03-23,Seneca Resources Corporation,Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,1668,0,1668,GH,"GERRY, NY
(42.194749, -79.250394)"
1995,1996-01-11,Erie County Agricultural Society,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"HAMBURG, NY
(42.723291, -78.839026)"
1995,1996-03-12,"Ciminello, Angeline",Chautauqua,ARKWRIGHT,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"ARKWRIGHT, NY
(42.406943, -79.236356)"
1994,1995-03-28,"Shelex Drilling, Inc.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,9143,0,9143,GX,"SHERMAN, NY
(42.159351, -79.595176)"
1995,1996-04-02,"Basic Energy Producers, Inc.",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1995,1996-04-04,Belden & Blake Corporation,Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,31,0,0,0,YES,0,58987,1509,58987,GX,"GERRY, NY
(42.194749, -79.250394)"
1995,1996-10-17,"Barberi, Elberta",Erie,HOLLAND,GLENWOOD,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"HOLLAND, NY
(42.641006, -78.541743)"
1994,1995-02-16,Villafrank & Wells,Chautauqua,CHAUTAUQUA,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,3037,0,3037,GK,"CHAUTAUQUA, NY
(42.251704, -79.501693)"
1994,1995-03-23,Seneca Resources Corporation,Erie,ORCHARD PARK,WEST SENECA,MEDINA,0,0,3,0,0,0,NO,0,16697,0,12260,GK,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1995,1996-04-17,"Ardent Resources, Inc.",Chautauqua,CHARLOTTE,LAKESHORE,MEDINA,0,0,3,1,0,0,NO,0,20135,0,20135,GK,"CHARLOTTE, NY
(43.255001, -77.617203)"
1994,1995-04-05,United States Gypsum Co.,Wyoming,BENNINGTON,ALDEN-LANCASTER,MEDINA,0,0,4,0,0,0,NO,0,19341,77,19128,GR,"BENNINGTON, NY
(42.837023, -78.397809)"
1995,1996-04-05,Belden & Blake Corporation,Cattaraugus,OTTO,LAKESHORE,MEDINA,0,0,9,1,0,0,YES,0,23225,0,23225,GK,"OTTO, NY
(42.35589, -78.832619)"
1995,1996-11-26,"D'Antoni, Vincenzo",Steuben,GREENWOOD,UNNAMED,FULMER VALLEY,0,0,1,0,0,0,YES,0,6,0,0,unknown,"GREENWOOD, NY
(42.135169, -77.648495)"
1995,1996-04-17,"Ardent Resources, Inc.",Yates,BARRINGTON,SOUTH PENN YAN,QUEENSTON,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"BARRINGTON, NY
(42.550344, -77.056387)"
1995,1996-03-05,"Campfield, Arthur",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,27,0,0,0,0,0,NO,1440,0,4050,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1994,1995-03-30,"Pan Energy Company, Inc.",Erie,COLDEN,CONCORD,MEDINA,0,0,4,0,0,0,NO,0,1263,0,1263,GK,"COLDEN, NY
(42.644234, -78.684775)"
1995,1996-11-04,Auburn Enlarged Central School District,Cayuga,AUBURN,AUBURN GEOTHERMAL,BLACK RIVER,0,0,1,0,1,0,YES,0,6606,0,0,unknown,"AUBURN, NY
(42.931778, -76.56614)"
1994,1995-03-17,"Tomaka-Bay Energy Co., Inc.",Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,NO,0,1153,0,1153,GK,"HAMBURG, NY
(42.723291, -78.839026)"
1995,1996-02-16,"Ebenezer Oil Co., Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,38,0,0,0,16,0,NO,4134,0,72630,0,OC,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1995,1996-02-09,"Everman, Henry G",Livingston,WEST SPARTA,DANSVILLE,HAMILTON,0,0,4,0,0,0,YES,0,0,0,0,unknown,"WEST SPARTA, NY
(42.626694, -77.77227)"
1995,1996-04-25,"Caflisch, James E.",Chautauqua,CLYMER,LAKESHORE,MEDINA,0,0,2,1,0,0,YES,0,800,0,0,unknown,"CLYMER, NY
(42.02082, -79.629966)"
1994,1995-03-14,"Weidner, Anne M.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,1,0,0,0,YES,0,150,0,0,unknown,"EDEN, NY
(42.652413, -78.896936)"
1995,1996-04-03,"Bowker, Robert E.",Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,16,0,0,0,0,0,NO,64,0,0,0,OC,"WELLSVILLE, NY
(42.120693, -77.946058)"
1994,1995-03-10,"Vogel, Stasia Zoladz",Erie,EVANS,LAKEVIEW,MEDINA,0,0,1,0,0,0,YES,0,240,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1995,1996-04-02,"Barry Resources, Inc.",Allegany,BOLIVAR,RICHBURG,WAUGH & PORTER,0,17,0,0,0,0,INACTIVE,0,0,0,0,unknown,"BOLIVAR, NY
(42.066701, -78.167667)"
1994,1995-01-31,"Red Wing Co., Inc.",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,4,0,0,0,YES,0,50089,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1995,1996-03-26,"East Resources, Inc.",Cattaraugus,OLEAN,BRADFORD,BRADFORD,0,0,0,0,136,0,INACTIVE,0,0,0,0,unknown,"OLEAN, NY
(42.077495, -78.429849)"
1995,1996-04-04,Belden & Blake Corporation,Erie,WALES,WALES,MEDINA,0,0,3,1,0,0,YES,0,9067,242,9067,GK,"WALES, NY
(42.709353, -78.577478)"
1994,1995-04-06,"Proma, Ltd.",Erie,ORCHARD PARK,CHESTNUT RIDGE,ONONDAGA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1994,1995-02-14,"Slater, Patricia A.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1995,1996-01-17,"Becker, John",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1995,1996-04-17,CNG Transmission Corp.,Seneca,WATERLOO,GENEVA,NIAGARA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"WATERLOO, NY
(42.904651, -76.862848)"
1995,1996-04-03,"20 Bliss Street, Inc.",Chautauqua,DUNKIRK,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,905,0,905,GK,"DUNKIRK, NY
(42.481338, -79.333958)"
1994,1995-09-28,"Walchli, John W. Jr.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,13,0,0,0,0,0,NO,385,612,69,612,"GK,OC","INDEPENDENCE, NY
(42.088045, -77.781386)"
1995,1996-04-17,"Charrington Creek, Inc,",Chautauqua,CHERRY CREEK,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,100,0,0,unknown,"CHERRY CREEK, NY
(42.296322, -79.099108)"
1994,1995-03-23,Seneca Resources Corporation,Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,3,0,0,0,NO,0,21784,0,21580,GK,"WESTFIELD, NY
(42.324884, -79.573821)"
